No,학년,이수구분,학수번호,교과목명,학점,이론시간,실습시간,교양영역,강의시간(강의실),분반,담당교수,비고
14,2,1전선,HBIE2161,재료와색채디자인,3,1.0,2.0,,"금1,2,3(D327)",2,김민정,nan
15,2,1전선,HBIE3221,가구와인간공학,3,1.0,2.0,,"화1,2,3(D327)",1,명은정,nan
16,2,1전선,HBIE3221,가구와인간공학,3,1.0,2.0,,,,nan,2 명은정
17,2,1전선,HBIE4376,공간그래픽,3,1.0,2.0,,"수10,11,12(D122)",1,이행우,nan
18,2,1전선,HBIE4376,공간그래픽,3,1.0,2.0,,"월8,9,10(D122)",2,이행우,nan
19,2,1전선,HBIE4376,공간그래픽,3,1.0,2.0,,"수5,6,7(D122)",3,이행우,nan
20,2,1전선,HBIE4376,공간그래픽,3,1.0,2.0,,"목2,3,4(D122)",4,남예진,nan
21,2,1전선,HBIE4381,Shop스페이스디자인Ⅱ(PBL),2,0.5,1.5,,"월8,9(D327)",1,문정묵,nan
22,2,1전선,HBIE4381,Shop스페이스디자인Ⅱ(PBL),2,0.5,1.5,,"화4,5,5(D322)",2,"신라영,하숙녕",nan
23,2,1전선,HBIE4381,Shop스페이스디자인Ⅱ(PBL),2,0.5,1.5,,"화9,10(D327)",3,명은정,nan
24,3,1전선,HBIE3231,공간속의빛이야기,3,1.0,2.0,,"금1,2,3(D302)",1,김선미,스페이스디자인전공
25,3,1전선,HBIE3231,공간속의빛이야기,3,1.0,2.0,,"금8,9,10(D302)",2,김선미,nan
26,3,1전선,HBIE3282,실내공간해부학,3,3.0,0.0,,"금5,6,7(I104)",1,이행우,nan
27,3,1전심,HBIE3132,Play스페이스디자인Ⅰ(캡스톤디 자인),3,1.0,2.0,,"월5,6,7(D302)",1,정은석,nan
28,3,1전심,HBIE3132,Play스페이스디자인Ⅰ(캡스톤디 자인),3,1.0,2.0,,"수5,6,7(D302)",2,정은석,nan
29,3,1전심,HBIE3132,Play스페이스디자인Ⅰ(캡스톤디 자인),3,1.0,2.0,,"목5,6,7(D302)",3,김상훈,nan
30,3,1전심,HBIE3242,실내건축디자인사,3,3.0,0.0,,"화4,5,6(I104)",1,문정묵,nan
31,3,1전심,HBIE3242,실내건축디자인사,3,3.0,0.0,,"금8,9,10(D327)",2,문정묵,nan
32,3,1전심,HBIE4379,Play스페이스디자인Ⅱ(캡스톤디 자인),2,0.5,1.5,,"월8,9(D302)",1,정은석,nan
33,3,1전심,HBIE4379,Play스페이스디자인Ⅱ(캡스톤디 자인),2,0.5,1.5,,"수8,9(D302)",2,정은석,nan
34,3,1전심,HBIE4379,Play스페이스디자인Ⅱ(캡스톤디 자인),2,0.5,1.5,,"목8,9,9(D302)",3,"김상훈,이행우",nan
35,4,1전선,HBIE4132,스페이스디자인스튜디오Ⅲ(캡스 톤디자인),3,1.0,2.0,,"화8,9(D301) 금1,2,3(D301)",1,문정묵,집중이수제(1~9주차 5시간씩 수업)
36,4,1전선,HBIE4132,스페이스디자인스튜디오Ⅲ(캡스 톤디자인),3,1.0,2.0,,"금4,5,6,7,8(D301A)",2,하숙녕,집중이수제(1~9주차 5시간씩 수업)
37,4,1전선,HBIE4132,스페이스디자인스튜디오Ⅲ(캡스 톤디자인),3,1.0,2.0,,"금5,6,7,8,9(D304)",3,정은석,집중이수제(1~9주차 5시간씩 수업) 디자인대학 디자인학부 세라믹디자인전공
1,1,1전선,HBIF3221,디지털디자인2,3,0.0,3.0,,"목5,6,7(D110)",1,"고윤영,홍엽중",nan
2,1,1전선,HBIF4392,세라믹쥬얼리디자인(PBL),3,0.0,3.0,,"화5,6,7(F204)",1,송준규,수강신청 1일차 주전공 외 수강제한
3,1,1전선,HBIF4392,세라믹쥬얼리디자인(PBL),3,0.0,3.0,,"수5,6,7(F204)",2,고윤영,수강신청 1일차 주전공 외 수강제한
4,1,1전선,HBIF4394,전공체험(세라믹디자인전공),2,0.0,2.0,,"수7,8,9(F202)",1,송준규,주·다·부전공 학생 수강 제한/ 집중이수제(1~10주차 3시간씩 수업)
5,2,1전선,HBIF1121,조형도자디자인,3,0.0,3.0,,"수1,2,3(F204)",1,송준규,수강신청 1일차 주전공 외 수강제한
6,2,1전선,HBIF2152,테이블웨어디자인2,3,0.0,3.0,,"월1,2,3(F204)",1,홍엽중,수강신청 1일차 주전공 외 수강제한
7,2,1전선,HBIF2152,테이블웨어디자인2,3,0.0,3.0,,"월5,6,7(F204)",2,홍엽중,수강신청 1일차 주전공 외 수강제한
8,2,1전선,HBIF4381,공예교육프로그램개발,2,2.0,0.0,,"화6,7(D321)",1,"이기연,홍엽중",nan
9,2,1전선,HBIF4389,세라믹몰드기법,3,0.0,3.0,,"목1,2,3(D110) 목1,2,3(F105)",1,"고윤영,홍엽중",nan
10,3,1전선,HBIF4379,AI 프로덕트디자인2(캡스톤디자인),3,1.0,2.0,,"수1,2,3(D110) 수1,2,3(F105)",1,이예솔,nan
11,3,1전선,HBIF4393,세라믹디자인세미나(PBL),2,0.0,2.0,,"수5,6(D111)",1,"송준규,이예솔",nan
12,3,1전심,HBIF3152,리빙제품디자인2,3,0.0,3.0,,"화1,2,3(F201)",1,김은호,nan
13,3,1전심,HBIF4387,환경도자디자인2(PBL),3,0.0,3.0,,"월5,6,7(F201)",1,송준규,nan
14,4,1전선,HBIF4232,제품도자스튜디오2(캡스톤디자 인),3,0.0,3.0,,"수1,2,3(D111)",1,고윤영,nan
15,4,1전선,HBIF4366,포트폴리오,3,1.0,2.0,,"화8,9,10(D111)",1,송준규,nan
16,4,1전심,HBIF4162,리빙제품스튜디오2,3,0.0,3.0,,"수5,6,7(D110) 수5,6,7(F205)",1,홍엽중,nan
17,4,1전심,HBIF4363,환경도자스튜디오2,3,0.0,3.0,,"목5,6,7(F205)",1,이기연,인더스트리얼디자인전공
1,1,1전선,HBBG4082,디지털 산업디자인,3,1.0,2.0,,"수1,2,3(D103)",1,서동진,수강신청 1일차 주전공 외 수강제한
2,1,1전선,HBBG4082,디지털 산업디자인,3,1.0,2.0,,"목8,9,10(D103)",2,이원준,수강신청 1일차 주전공 외 수강제한
3,1,1전선,HBBG4083,산업디자인 조형 워크숍,3,1.0,2.0,,"목5,6,7(D321)",1,전재현,수강신청 1일차 주전공 외 수강제한
4,1,1전선,HBBG4083,산업디자인 조형 워크숍,3,1.0,2.0,,"목8,9,10(D321)",2,전재현,수강신청 1일차 주전공 외 수강제한
5,2,1전선,HBBG2012,리빙프로덕트디자인Ⅱ,3,1.0,2.0,,"수5,6,7(D312)",1,전재현,수강신청 1일차 주전공 외 수강제한
6,2,1전선,HBBG2012,리빙프로덕트디자인Ⅱ,3,1.0,2.0,,"수8,9,10(D312)",2,전재현,수강신청 1일차 주전공 외 수강제한
7,2,1전선,HBBG2052,디지털 모델링(SW),3,1.0,2.0,,"화1,2,3(D103)",1,서동진,수강신청 1일차 주전공 외 수강제한
8,2,1전선,HBBG2052,디지털 모델링(SW),3,1.0,2.0,,"화9,10,11(D103)",2,서동진,수강신청 1일차 주전공 외 수강제한
9,2,1전선,HBBG4059,디자인워크숍,3,1.0,2.0,,"목8,9,10(D312)",1,오가영,수강신청 1일차 주전공 외 수강제한
10,2,1전선,HBBG4059,디자인워크숍,3,1.0,2.0,,"수1,2,3(D312)",2,김온,수강신청 1일차 주전공 외 수강제한
11,2,1전선,HBBG4063,디지털 공간디자인,3,1.0,2.0,,"목1,2,3(D103)",1,서동진,수강신청 1일차 주전공 외 수강제한
12,2,1전선,HBBG4063,디지털 공간디자인,3,1.0,2.0,,"목5,6,7(D103)",2,서동진,수강신청 1일차 주전공 외 수강제한
13,3,1전선,HBBG2032,디자인과 가구,3,1.0,2.0,,"목5,6,7(D313)",1,이원준,수강신청 1일차 주전공 외 수강제한
14,3,1전선,HBBG3012,어드밴스드프로덕트디자인Ⅱ(캡 스톤디자인),3,0.0,3.0,,"목8,9,10(D313)",1,김현정,수강신청 1일차 주전공 외 수강제한
15,3,1전선,HBBG4012,포트폴리오 & 디자인 기획,3,1.0,2.0,,"수2,3,4(D313)",1,김현정,수강신청 1일차 주전공 외 수강제한
16,3,1전선,HBBG4061,문화환경디자인(캡스톤디자인),3,1.0,2.0,,"수8,9,10(D311)",1,서동진,수강신청 1일차 주전공 외 수강제한
17,3,1전심,HBBG3062,사용자경험디자인(PBL),3,1.0,2.0,,"수8,9,10(D313)",1,김현정,수강신청 1일차 주전공 외 수강제한
18,4,1전심,HBBG4022,Living & Life DesignⅡ(캡스톤디자인),3,1.0,2.0,,"목11,12,13(D314)",2,전재현,수강신청 1일차 주전공 외 수강제한
19,4,1전심,HBBG4062,네트워크디자인세미나(캡스톤디 자인),3,1.0,2.0,,"목1,2,3(D314)",1,지성근,수강신청 1일차 주전공 외 수강제한
20,4,1전심,HBBG4062,네트워크디자인세미나(캡스톤디 자인),3,1.0,2.0,,"목5,6,7(D314)",2,지성근,수강신청 1일차 주전공 외 수강제한
21,4,1전심,HBBG4064,메타 공간 환경디자인Ⅱ(캡스톤디자인),3,1.0,2.0,,"목8,9,10(D314)",1,서동진,수강신청 1일차 주전공 외 수강제한 디자인대학 디자인학부 AR·VR미디어디자인전공
1,1,1전선,HBIT0004,AR‧VR프레이밍디자인,3,1.0,2.0,,"금1,2,3(F305)",1,김은지,nan
2,1,1전선,HBIT0004,AR‧VR프레이밍디자인,3,1.0,2.0,,"금5,6,7(F305)",2,"김은지,김희균",nan
3,1,1전선,HBIT0005,3D모델링Ⅱ,3,1.0,2.0,,"화5,6,7(F305)",1,"김국토,김원재",nan
4,1,1전선,HBIT0005,3D모델링Ⅱ,3,1.0,2.0,,"목5,6,7(F305)",2,"김국토,김원재",nan
5,1,1전선,HBIT0008,AR‧VR서비스기획론,3,2.0,1.0,,"수1,2,3(D101)",1,김희균,nan
6,1,1전선,HBIT0031,전공체험(AR·VR미디어디자인전 공),2,2.0,0.0,,"수1,2,3(D321)",1,이상원,주·다·부전공 학생 수강 제한/ 집중이수제(1~10주차 3시간씩 수업)
7,2,1전선,HBIT0009,AR‧VR디자인프로그래밍Ⅰ,3,0.0,3.0,,"수5,6,7(F305)",1,이상원,nan
8,2,1전선,HBIT0014,3D 환경 디자인,3,1.0,2.0,,"화1,2,3(F305)",1,김원재,nan
9,2,1전선,HBIT0015,VR영상미디어디자인,3,1.0,2.0,,"월5,6,7(F301)",1,김원재,nan
10,2,1전선,HBIT0017,AR콘텐츠디자인Ⅱ,3,1.0,2.0,,"수1,2,3(F301)",1,김하연,nan
11,3,1전선,HBIT0021,3D영상제작Ⅱ,3,1.0,2.0,,"화1,2,3(F301)",1,"이상원,조혜정",nan
12,3,1전심,HBIT0018,AR‧VR디자인프로그래밍응용,3,0.0,3.0,,"월5,6,7(F305)",1,배동성,nan
13,3,1전심,HBIT0019,인터랙티브미디어디자인스튜디 오(캡스톤디자인),3,1.0,2.0,,"수5,6,7(F301)",1,김하연,nan
14,3,1전심,HBIT0020,VR디자인스튜디오(PBL),3,1.0,2.0,,"월1,2,3(F301)",1,김원재,nan
15,4,1전심,HBIT0029,AR·VR디자인 랩 (PBL),3,0.0,3.0,,"금1,2,3(F301)",1,김원재,nan
16,4,1전심,HBIT0030,AR‧VR콘텐츠스튜디오Ⅱ(캡스 톤디자인),3,0.0,3.0,,"목5,6,7(F301)",1,이상원,nan
17,4,1전심,HBIT0051,AR‧VR포트폴리오,3,0.0,3.0,,"목1,2,3(D101)",1,김희균,디자인대학 스마트리빙디자인융합전공
1,전체,1전선,HBBG2012,리빙프로덕트디자인Ⅱ,3,1.0,2.0,,"수5,6,7(D312)",1,전재현,수강신청 1일차 주전공 외 수강제한
2,전체,1전선,HBBG2012,리빙프로덕트디자인Ⅱ,3,1.0,2.0,,"수8,9,10(D312)",2,전재현,수강신청 1일차 주전공 외 수강제한
3,전체,1전선,HBBG4059,디자인워크숍,3,1.0,2.0,,"목8,9,10(D312)",1,오가영,수강신청 1일차 주전공 외 수강제한
4,전체,1전선,HBBG4059,디자인워크숍,3,1.0,2.0,,"수1,2,3(D312)",2,김온,수강신청 1일차 주전공 외 수강제한
5,전체,1전선,HBBG4063,디지털 공간디자인,3,1.0,2.0,,"목1,2,3(D103)",1,서동진,수강신청 1일차 주전공 외 수강제한
6,전체,1전선,HBBG4063,디지털 공간디자인,3,1.0,2.0,,"목5,6,7(D103)",2,서동진,수강신청 1일차 주전공 외 수강제한
7,전체,1전선,HBID1011,섬유소재 (PBL),3,3.0,0.0,,"수1,2,3(D325)",1,송하영,nan
8,전체,1전선,HBID4438,염색드로잉 워크샵 (Open SM-PBL),3,1.0,2.0,,"월3,4,5(D201)",1,미정,nan
9,전체,1전선,HBIK0006,창의디자인 CMF(캡스톤디자인),3,1.0,2.0,,"목8,9,10(D311)",1,지성근,nan
10,전체,1전선,HBIK0007,이노베이션스튜디오(캡스톤디자 인),3,1.0,2.0,,"수5,6,7(D121B) 수5,6,7(D121C)",1,박지선,nan
11,전체,1전심,HBID4466,3D 디지털디자인스튜디오 (캡스톤디자인),3,1.0,2.0,,"목1,2,3(D123) 목1,2,3(D203)",1,미정,nan
1,3,1전선,HBCD0003,취업과창업(예술대학),1,1.0,0.0,,토11(Y101),1,박진원,nan
2,전체,1전선,HBIH4588,문화예술교육현장의이해와실습,2,0.0,2.0,,"화7,8(S104)",1,김나형,nan
3,전체,1전선,HBIH4588,문화예술교육현장의이해와실습,2,0.0,2.0,,"화9,10(S104)",2,김나형,예술학부
1,3,1전선,HBQA0002,예술융합프로젝트2(캡스톤디자 인),3,0.0,3.0,,"화1,2,3(L203) 목10,11,12(S211)",1,"김현수,조일현","집중이수제 (1주~8주, 2주~8주차 6시간씩 수업) 영화영상전공"
1,1,1전선,HBIG4147,캐릭터연기,2,0.0,2.0,,"목2,3(S102)",1,윤영경,1일차 주전공외 수강신청 제한 강좌
2,1,1전선,HBIG4147,캐릭터연기,2,0.0,2.0,,"목4,5(S102)",2,윤영경,1일차 주전공외 수강신청 제한 강좌
3,1,1전선,HBIG4491,영화편집(SW),3,0.0,3.0,,"화4,5,6(S101)",1,이홍래,1일차 주전공외 수강신청 제한 강좌
4,2,1전선,HBIG2262,영화촬영,3,0.0,3.0,,"수1,2,3(S205)",1,이강민,1일차 주전공외 수강신청 제한 강좌
5,2,1전선,HBIG2291,영화연출,2,0.0,2.0,,"월5,6(S205)",1,권병철,1일차 주전공외 수강신청 제한 강좌
6,2,1전선,HBIG3021,영화감독연구,2,2.0,0.0,,"월1,2(S205)",1,홍진혁,nan
7,2,1전선,HBIG3052,사운드디자인(SW),3,0.0,3.0,,"월7,8,9(S101)",1,박초롱,1일차 주전공외 수강신청 제한 강좌
8,2,1전선,HBIG3142,매체연기실습Ⅱ,3,0.0,3.0,,"화7,8,9(S102)",1,오진호,1일차 주전공외 수강신청 제한 강좌
9,3,1전선,HBIG3151,영화장르연구,2,2.0,0.0,,"월3,4(S205)",1,홍진혁,nan
10,3,1전선,HBOA1022,AR&VR콘텐츠,3,0.0,3.0,,"수8,9,10(A302)",1,이종윤,nan
11,3,1전심,HBIG2211,한국영화분석,3,3.0,0.0,,"화7,8,9(S205)",1,미정,nan
12,3,1전심,HBIG4158,영화제작Ⅱ(캡스톤디자인),3,0.0,3.0,,"월8,9,10(S205)",1,권병철,nan
13,4,1전선,HBIG4490,현장오디션실습,3,0.0,3.0,,"수7,8,9(S102)",1,박상석,1일차 주전공외 수강신청 제한 강좌
14,4,1전선,HBIG4495,초중등영화교수학습방법,3,3.0,0.0,,"월1,2,3(S104)",1,미정,nan
15,4,1전선,HBIG4499,영화교육프로그램개발,3,3.0,0.0,,"월5,6,7(S104)",1,미정,nan
16,4,1전심,HBIG4011,졸업작품제작Ⅱ(캡스톤디자인),3,0.0,3.0,,"목4,5,6(S205)",2,권병철,nan
17,4,1전심,HBIG4157,세계영화사Ⅱ,3,3.0,0.0,,"화1,2,3(S205)",1,김주현,연극전공
1,1,1전선,HBIH4523,기초연극워크숍Ⅱ,3,0.0,3.0,,"화2,3(S109) 금9(S109)",1,윤기훈,nan
2,1,1전선,HBIH4530,서양연극사Ⅱ,3,1.0,2.0,,"목4,5,6(S210)",1,주소형,수강신청 1일차 주전공 외 수강제한
3,1,1전선,HBIH4530,서양연극사Ⅱ,3,1.0,2.0,,"목7,8,9(S210)",2,주소형,수강신청 1일차 주전공 외 수강제한
4,1,1전선,HBIH4583,화술Ⅱ,3,0.0,3.0,,"금1,2,3(S202)",1,이선미,nan
5,1,1전선,HBIH4583,화술Ⅱ,3,0.0,3.0,,"금5,6,7(S202)",2,이선미,nan
6,1,1전선,HBIH4584,배우훈련Ⅱ,3,0.0,3.0,,"월9,10,11(K201)",1,김민선,nan
7,1,1전선,HBIH4598,전공체험(연극전공),2,1.5,0.5,,"화5,6(S213) 화0(Z102)",1,김정섭,"주·다·부전공 학생 수강 제한/ 집중이수제(1~10주차, 3시간씩 수업)"
8,2,1전선,HBIH2072,희곡분석,3,1.0,2.0,,"화4,5,6(I106)",1,주소형,수강신청 1일차 주전공 외 수강제한
9,2,1전선,HBIH2072,희곡분석,3,1.0,2.0,,"화8,9,10(I106)",2,주소형,수강신청 1일차 주전공 외 수강제한
10,2,1전선,HBIH2202,연기Ⅱ,3,0.0,3.0,,"목4,5,6(S202)",1,최연수,nan
11,2,1전선,HBIH4501,연출Ⅱ,3,0.0,3.0,,"월4,5,6(S210)",1,윤기훈,nan
12,2,1전선,HBIH4524,단막극제작실습(PBL),3,0.0,3.0,,"월7,8,9(S202)",1,김정섭,nan
13,2,1전선,HBIH4524,단막극제작실습(PBL),3,0.0,3.0,,"수2,3,4(S202)",2,김정섭,nan
14,2,1전선,HBIH4594,연기이론과실제,3,2.0,1.0,,"화2,3(S214) 화0(Z104)",1,김정섭,nan
15,3,1전선,HBIH4586,뮤지컬워크숍2,3,0.0,3.0,,"목4,5,6(S214)",1,김유정,nan
16,3,1전선,HBTT0124,연극영화교과교재및연구법,3,3.0,0.0,,"화8,9,10(S210)",1,임형진,nan
17,3,1전심,HBIH4549,공연제작실습Ⅱ(PBL),3,0.0,3.0,,"수9,10,11(S203)",1,임형진,nan
18,3,1전심,HBIH4549,공연제작실습Ⅱ(PBL),3,0.0,3.0,,"금2,3,4(S203)",2,임형진,nan
19,3,1전심,HBIH4561,극작Ⅱ,3,0.0,3.0,,"목1,2,3(S210)",1,윤기훈,nan
20,4,1전심,HBIH4576,오디션테크닉,3,0.0,3.0,,"목7,8,9(S203)",1,임형진,nan
21,4,1전심,HBIH4587,현장연계프로젝트(캡스톤디자인 ),3,0.0,3.0,,"수6(S213) 금6,7,8,9(S213)",1,김정섭,"집중이수제(1~9주차, 5시간씩 수업) 무대미술전공"
1,1,1전선,HBIP0024,드래프팅과모델링,3,1.0,2.0,,"월2,3,4(F210) 월2,3,4(S211)",1,김가은,수강신청 1일차 주전공 외 수강제한
2,1,1전선,HBIP0024,드래프팅과모델링,3,1.0,2.0,,"금1,2,3(C101) 금1,2,3(F210)",2,유다미,수강신청 1일차 주전공 외 수강제한
3,1,1전선,HBIP0025,재료와기법(PBL),3,1.0,2.0,,"월6,7,8(F210) 월6,7,8(F310)",1,"박진원,정한아",수강신청 1일차 주전공 외 수강제한
4,1,1전선,HBIP0025,재료와기법(PBL),3,1.0,2.0,,"월9,10,11(F210) 월9,10,11(F310)",2,"박진원,정한아",수강신청 1일차 주전공 외 수강제한
5,1,1전선,HBIP0032,무대기술,3,1.0,2.0,,"목1,2,3(F103) 목1,2,3(F403)",1,"강상민,유재헌",수강신청 1일차 주전공 외 수강제한
6,1,1전선,HBIP0032,무대기술,3,1.0,2.0,,"목5,6,7(F103) 목5,6,7(F403)",2,"강상민,유재헌",수강신청 1일차 주전공 외 수강제한
7,1,1전선,HBIP0086,무대의상사,3,2.0,1.0,,"화1,2,3(F210)",1,장혜숙,nan
8,1,1전선,HBIP0094,미술의이해,3,2.0,1.0,,"수5,6,7(F210)",1,김홍석,nan
9,2,1전선,HBIP0087,소품디자인(PBL),3,1.0,2.0,,"목1,2,3(F210) 목1,2,3(F310)",1,"김가은,박진원",nan
10,2,1전선,HBIP0087,소품디자인(PBL),3,1.0,2.0,,"목5,6,7(F210) 목5,6,7(F310)",2,"김가은,박진원",nan
11,2,1전선,HBIP0092,미술과건축,3,1.0,2.0,,"화5,6,7(F403)",1,김홍석,"수강신청 1일차 주전공 외 수강제한 12 2 1전선 HBIP0097 AI TV프로덕션디자인프로세스(PBL ) 3 1 2 수4,5,6(F402) 1 심형근 수강신청 1일차 주전공 외 수강제한 13 2 1전선 HBIP0097 AI TV프로덕션디자인프로세스(PBL ) 3 1 2 수7,8,9(F402) 2 심형근 수강신청 1일차 주전공 외 수강제한"
14,2,1전선,HBIP0098,커머셜콘텐츠무대디자인(PBL),3,1.0,2.0,,"월6,7,8(F401)",1,김가은,nan
15,2,1전선,HBIP0114,무대조명LAB(PBL),3,1.0,2.0,,"목8,9,10(S104) 목8,9,10(S107)",1,강상민,nan
16,3,1전선,HBIP0100,염색과소재변형(캡스톤디자인),3,1.0,2.0,,"화5,6,7(F310)",1,장혜숙,수강신청 1일차 주전공 외 수강제한
17,3,1전선,HBIP0101,미술이론과실습Ⅱ,3,1.0,2.0,,"월6,7,8(F403)",1,김홍석,nan
18,3,1전선,HBIP0113,공연제작프로젝트(캡스톤디자인 ),3,1.0,2.0,,"목8,9,10(F103) 목8,9,10(F310) 목8,9,10(F210)",1,"김가은,박진원",nan
19,3,1전심,HBIP0079,무대의상LAB(캡스톤디자인),3,1.0,2.0,,"월3,4,5(F310)",1,정한아,nan
20,3,1전심,HBIP0102,TV쇼콘텐츠방송무대디자인(캡 스톤디자인),3,1.0,2.0,,"목5,6,7(F402)",1,심형근,수강신청 1일차 주전공 외 수강제한 무대미술전공
21,3,1전심,HBIP0103,무대영상연출디자인(캡스톤디자 인),3,1.0,2.0,,"수1,2,3(F401)",1,김가은,nan
22,4,1전선,HBIP0108,무대디자인포트폴리오(캡스톤디 자인),3,1.0,2.0,,"화1,2,3(F103) 화1,2,3(F401)",1,김가은,nan
23,4,1전선,HBIP0109,무대의상디자인포트폴리오(캡스 톤디자인),3,1.0,2.0,,"화8,9,10(F310)",1,박진원,nan
24,4,1전선,HBIP0111,프로덕션디자인포트폴리오(캡스 톤디자인),3,1.0,2.0,,"화5,6,7(F402)",1,심형근,수강신청 1일차 주전공 외 수강제한 사진영상미디어전공
1,1,1전선,HBIB1122,사진촬영Ⅱ,3,0.0,3.0,,"수5,6,7(A308)",1,김정임,수강신청 1일차 주전공외 수강제한 강좌
2,1,1전선,HBIB1122,사진촬영Ⅱ,3,0.0,3.0,,"목5,6,7(A308)",2,임준형,수강신청 1일차 주전공외 수강제한 강좌
3,1,1전선,HBIB2232,창의적 발상과 사진(PBL),3,0.0,3.0,,"화1,2,3(A301)",1,임안나,수강신청 1일차 주전공외 수강제한 강좌
4,1,1전선,HBIB4633,아날로그&디지털컬러프린팅Ⅱ,3,0.0,3.0,,"월5,6,7(A210)",1,김정임,수강신청 1일차 주전공외 수강제한 강좌
5,1,1전선,HBIM1012,영상크리에이터Ⅱ,2,0.0,2.0,,"화5,6(A302)",1,조상철,nan
6,2,1전선,HBIB2222,다큐멘터리사진(PBL),3,0.0,3.0,,"목1,2,3(A308)",1,김정임,수강신청 1일차 주전공외 수강제한 강좌
7,2,1전선,HBIB4326,영상미디어실기Ⅱ(PBL),3,0.0,3.0,,"수5,6,7(A302)",1,이종윤,nan
8,2,1전선,HBIB4328,피플&포츄레이트 사진(PBL),3,0.0,3.0,,"화1,2,3(A211)",1,임재문,수강신청 1일차 주전공외 수강제한 강좌
9,2,1전선,HBIB4636,사진교육론,2,2.0,0.0,,"목4,5(A209)",1,박소진,수강신청 1일차 주전공외 수강제한 강좌
10,2,1전선,HBIB4642,드론촬영실기,2,0.0,2.0,,"화8,9(A302)",1,조상철,수강신청 1일차 주전공외 수강제한 강좌
11,3,1전선,HBIB4638,사진교수학습프로그램개발,2,2.0,0.0,,"목1,2(A209)",1,박소진,수강신청 1일차 주전공외 수강제한 강좌
12,3,1전심,HBIB3163,예술사진_융합 워크숍 (PBL),3,0.0,3.0,,"수5,6,7(A301)",1,임안나,수강신청 1일차 주전공외 수강제한 강좌
13,3,1전심,HBIB3222,비주얼저널리즘(PBL),3,0.0,3.0,,"목5,6,7(A302)",1,김정임,수강신청 1일차 주전공외 수강제한 강좌
14,3,1전심,HBIB3232,광고사진Ⅱ(PBL),3,0.0,3.0,,"월5,6,7(A211)",1,임재문,수강신청 1일차 주전공외 수강제한 강좌
15,3,1전심,HBIB4331,고급디지털사진(PBL),3,0.0,3.0,,"수1,2,3(A302)",1,임준형,수강신청 1일차 주전공외 수강제한 강좌
16,3,1전심,HBIB4331,고급디지털사진(PBL),3,0.0,3.0,,"목1,2,3(A302)",2,임준형,수강신청 1일차 주전공외 수강제한 강좌
17,4,1전선,HBIB4647,광고사진프로젝트Ⅱ(PBL),3,0.0,3.0,,"수5,6,7(A211)",1,임재문,수강신청 1일차 주전공외 수강제한 강좌
18,4,1전선,HBIB4649,예술사진 프로젝트 Ⅱ,3,0.0,3.0,,"수1,2,3(A301)",1,임안나,수강신청 1일차 주전공외 수강제한 강좌
19,4,1전선,HBOA1022,AR&VR콘텐츠,3,0.0,3.0,,"수8,9,10(A302)",1,이종윤,nan
20,4,1전심,HBIB4292,작품사진실기Ⅱ(PBL),3,0.0,3.0,,"화1,2,3(A308)",2,김정임,수강신청 1일차 주전공외 수강제한 강좌 디지털만화영상전공
1,1,1전선,HBKJ0038,만화애니메이션페인팅,3,1.0,2.0,,"화1,2,3(D414)",1,고경일,수강신청 1일차 주전공 외 수강제한
2,1,1전선,HBKJ0038,만화애니메이션페인팅,3,1.0,2.0,,"금1,2,3(D412)",2,최재용,수강신청 1일차 주전공 외 수강제한
3,1,1전선,HBKJ0038,만화애니메이션페인팅,3,1.0,2.0,,"금5,6,7(D412)",3,최재용,수강신청 1일차 주전공 외 수강제한
4,1,1전선,HBKJ0061,3D애니메이션Ⅰ,3,1.0,2.0,,"수8,9,10(D409)",1,최연식,nan
5,1,1전선,HBKJ0061,3D애니메이션Ⅰ,3,1.0,2.0,,"금5,6,7(D409)",2,최연식,nan
6,1,1전선,HBKJ0063,창의적아이디어발상,3,1.0,2.0,,"월2,3,4(D409)",1,설지형,수강신청 1일차 주전공 외 수강제한
7,1,1전선,HBKJ0063,창의적아이디어발상,3,1.0,2.0,,"목5,6,7(D410)",2,김병수,수강신청 1일차 주전공 외 수강제한
8,1,1전선,HBKJ0063,창의적아이디어발상,3,1.0,2.0,,"수5,6,7(D423A)",3,"김서윤,김우중",수강신청 1일차 주전공 외 수강제한
9,1,1전선,HBKJ0063,창의적아이디어발상,3,1.0,2.0,,"월1,2,3(D414)",4,김병수,수강신청 1일차 주전공 외 수강제한
10,1,1전선,HBKJ0064,카툰창작실기,3,1.0,2.0,,"월2,3,4(D413)",1,이해광,수강신청 1일차 주전공 외 수강제한
11,1,1전선,HBKJ0064,카툰창작실기,3,1.0,2.0,,"화1,2,3(D413)",2,이해광,수강신청 1일차 주전공 외 수강제한
12,1,1전선,HBKJ0064,카툰창작실기,3,1.0,2.0,,"화8,9,10(D413)",3,이해광,수강신청 1일차 주전공 외 수강제한
13,1,1전선,HBKJ0065,애니메이션스토리텔링,3,1.0,2.0,,"목1,2,3(D414)",1,장유리,수강신청 1일차 주전공 외 수강제한
14,1,1전선,HBKJ0065,애니메이션스토리텔링,3,1.0,2.0,,"목8,9,10(D414)",2,장유리,수강신청 1일차 주전공 외 수강제한
15,1,1전선,HBKJ0086,디지털영상편집기초,3,1.0,2.0,,"수5,6,7(D409)",1,김치훈,nan
16,1,1전선,HBKJ0086,디지털영상편집기초,3,1.0,2.0,,"금1,2,3(D409)",2,최연식,nan
